NAME,PRICE,CUSINE_CATEGORY,CITY,REGION,URL,PAGE_NO,CUSINE_TYPE,TIMING,RATING_TYPE,RATING,VOTES
Rollwala,300,Rolls,Delhi NCR,Sohna Road,https://www.zomato.com/ncr/rollwala-sohna-road-gurgaon/info,451,none,10am to 9pm(Mon-Sun),None,NEW,NEW
The Maven's Junction,400,North Indian,Delhi NCR,Sector 132-- Noida,https://www.zomato.com/ncr/the-mavens-junction-sector-132-noida/info,451,Quick Bites,11am to 11pm(Mon-Sun),Very Good,4.2,130
Wah! Amritsar,500,"North Indian,Mughlai",Delhi NCR,Supermart 2-- DLF Phase 4,https://www.zomato.com/ncr/wah-amritsar-dlf-phase-4-gurgaon/info,451,Quick Bites,"1130am to 330pm,630pm to 1130pm(Mon-Sun)",Good,3.9,401
Pizza Diet,450,"Pizza,Fast Food",Delhi NCR,Shahdara,https://www.zomato.com/ncr/pizza-diet-1-shahdara-new-delhi/info,451,Quick Bites,11am to 11pm(Mon-Sun),Average,3.4,80
Italian Kitchen,350,"Italian,Pizza,Salad,Beverages",Delhi NCR,Indirapuram,https://www.zomato.com/ncr/italian-kitchen-1-indirapuram-ghaziabad/info,452,Quick Bites,"Closed(Mon),1030am to 1030pm(Tue-Thu),9am to ...",Good,3.5,42
Dhaba Junction,1000,"North Indian,Fast Food",Delhi NCR,Sector 12-- Faridabad,https://www.zomato.com/ncr/dhaba-junction-sector-12-faridabad/info,452,Casual Dining,11am to 11pm(Mon-Sun),Good,3.7,130
The Dosa King,500,"North Indian,Italian,Chinese,South Indian",Delhi NCR,Chander Nagar-- Ghaziabad,https://www.zomato.com/ncr/the-dosa-king-chander-nagar-ghaziabad/info,452,Quick Bites,11am to 11pm(Mon-Sun),Very Good,4,32
The Bunny Food Club,400,Cafe,Delhi NCR,Shalimar Garden,https://www.zomato.com/ncr/the-bunny-food-club-shalimar-garden-ghaziabad/info,452,Café,11am to 11pm(Mon-Sun),Average,3.2,7
China Hot Pot,400,Chinese,Delhi NCR,Sector 21-- Faridabad,https://www.zomato.com/ncr/china-hot-pot-1-sector-21-faridabad/info,452,none,10am to 930pm(Mon-Sun),Average,3.2,7
Yummy One,200,Chinese,Delhi NCR,DLF Phase 3,https://www.zomato.com/ncr/yummy-one-dlf-phase-3-gurgaon/info,452,none,"11am to 10pm(Mon-Sat),Closed(Sun)",Average,3.4,26
Made In Kitchen,600,North Indian,Delhi NCR,Crossing Republik,https://www.zomato.com/ncr/made-in-kitchen-crossing-republik-ghaziabad/info,452,Casual Dining,11am to 1115pm(Mon-Sun),Good,3.6,260
Hot Shop,300,"Fast Food,Chinese",Delhi NCR,Shahdara,https://www.zomato.com/ncr/hot-shop-shahdara-new-delhi/info,452,Quick Bites,4pm to 1030pm(Mon-Sun),Good,3.7,119
Sitaram Burger Wale,100,Street Food,Delhi NCR,Badkal Lake,https://www.zomato.com/ncr/sitaram-burger-wale-badkal-lake-faridabad/info,452,none,11am to 930pm(Mon-Sun),Good,3.5,58
Burger Dominion,500,Fast Food,Delhi NCR,Anand Vihar,https://www.zomato.com/ncr/burger-dominion-anand-vihar-new-delhi/info,452,none,8am to 10pm(Mon-Sun),Good,3.7,575
Blue Ribbon,200,"Bakery,Fast Food",Delhi NCR,Lajpat Nagar 4,https://www.zomato.com/ncr/blue-ribbon-lajpat-nagar-4-new-delhi/info,452,Bakery,930am to 10pm(Mon-Sun),Average,3,68
Bikaner Sweets & Restaurant,400,"North Indian,Mithai,Street Food",Delhi NCR,Sector 22-- Gurgaon,https://www.zomato.com/ncr/bikaner-sweets-restaurant-sector-22-gurgaon/info,452,Quick Bites,8am to 1030pm(Mon-Sun),Average,2.8,52
Mukul Food Court,300,"North Indian,Chinese",Delhi NCR,Gamma 1,https://www.zomato.com/ncr/mukul-food-court-gamma-1/info,452,Quick Bites,1030am to 10pm(Mon-Sun),Average,3.4,34
4S Chinese Restaurant,700,"Chinese,Thai,Momos",Delhi NCR,Defence Colony Main Market-- Defence Colony,https://www.zomato.com/ncr/4s-chinese-restaurant-defence-colony-new-delhi/info,452,Casual Dining,12noon to 1130pm(Mon-Sun),Good,3.7,257
Laguna,900,"Chinese,North Indian,Momos",Delhi NCR,Yashwant Place Commercial Complex-- Chanakyapuri,https://www.zomato.com/ncr/laguna-chanakyapuri-new-delhi/info,452,Quick Bites,11am to 1130pm(Mon-Sun),Good,3.9,136
Laziz Chinese Fast Food,300,Chinese,Delhi NCR,East of Kailash,https://www.zomato.com/ncr/laziz-chinese-fast-food-east-of-kailash-new-delhi/info,453,none,11am to 10pm(Mon-Sun),Average,3.4,17
Vaishnav Chat Bhandar,150,Street Food,Delhi NCR,Rana Pratap Bagh,https://www.zomato.com/ncr/vaishnav-chat-bhandar-rana-pratap-bagh-new-delhi/info,453,none,11am to 10pm(Mon-Sun),Good,3.8,36
Santushti Vegetarian Restaurant,300,"South Indian,North Indian,Chinese",Delhi NCR,Sector 11-- Noida,https://www.zomato.com/ncr/santushti-vegetarian-restaurant-sector-11-noida/info,453,Quick Bites,11am to 1045pm(Mon-Sun),Good,3.7,185
Chai Culture,400,Fast Food,Delhi NCR,Rajendra Place,https://www.zomato.com/ncr/chai-culture-rajendra-place-new-delhi/info,453,Quick Bites,9am to 9pm(Mon-Sun),Good,3.6,36
Burger Boss,300,Fast Food,Delhi NCR,Sector 37-- Gurgaon,https://www.zomato.com/ncr/burger-boss-sector-37-gurgaon/info,453,Quick Bites,11am to 11pm(Mon-Sun),Average,3.4,12
Soya Grill,300,"North Indian,Chinese",Delhi NCR,Subhash Nagar,https://www.zomato.com/ncr/soya-grill-subhash-nagar-new-delhi/info,453,none,1230pm to 12midnight(Mon-Sun),Average,3.4,24
GoPure Natural Icecream,200,"Ice Cream,Desserts",Delhi NCR,Sector 22-- Gurgaon,https://www.zomato.com/ncr/gopure-natural-icecream-sector-22-gurgaon/info,453,Dessert Parlor,1130am to 1130pm(Mon-Sun),Good,3.7,51
Laxmi Vaishno Dhaba,450,North Indian,Delhi NCR,Crossing Republik,https://www.zomato.com/ncr/laxmi-vaishno-dhaba-crossing-republik-ghaziabad/info,453,Dhaba,"12noon to 4pm,7pm to 11pm(Mon-Sun)",Average,3.3,77
A Pizza House,500,"Italian,Fast Food",Delhi NCR,Paschim Vihar,https://www.zomato.com/ncr/a-pizza-house-paschim-vihar-new-delhi/info,453,Quick Bites,1130am to 1130pm(Mon-Sun),Good,3.6,163
ROLL KINGS,200,"Rolls,North Indian",Delhi NCR,Shakarpur,https://www.zomato.com/ncr/roll-kings-shakarpur-new-delhi/info,453,Quick Bites,11am to 11pm(Mon-Sun),Average,2.9,35
Veg Hut,350,North Indian,Delhi NCR,Vikaspuri,https://www.zomato.com/ncr/veg-hut-vikaspuri-new-delhi/info,453,none,"7am to 4pm,7pm to 1145pm(Mon-Sun)",Average,3.1,21
Tandoori Knight,450,"North Indian,Chinese,Mughlai",Delhi NCR,Eros Metro Mall-- Sector 14-- Dwarka,https://www.zomato.com/tandoori-knight/info,453,none,"12noon to 11pm(Mon,Wed,Thu,Fri,Sat,Sun),4pm...",Good,3.5,183
Jain Kulfi,150,Ice Cream,Delhi NCR,Rohini,https://www.zomato.com/ncr/jain-kulfi-rohini-new-delhi/info,453,Dessert Parlor,11am to 11pm(Mon-Sun),Good,3.5,23
Grilled By Singh,400,North Indian,Delhi NCR,Sector 45-- Noida,https://www.zomato.com/ncr/grilled-by-singh-1-sector-45-noida/info,453,none,"12noon to 11pm(Mon,Tue,Wed,Thu,Sun),12noon...",Very Good,4.1,433
Anam Restaurant,600,"North Indian,Chinese",Delhi NCR,Dayal Bagh,https://www.zomato.com/ncr/anam-restaurant-dayal-bagh-faridabad/info,453,Quick Bites,11am to 11pm(Mon-Sun),Average,3.4,307
Pizza Hot,300,"Pizza,Beverages,Fast Food",Delhi NCR,Krishna Nagar,https://www.zomato.com/ncr/pizza-hot-krishna-nagar-new-delhi/info,454,Quick Bites,11am to 11pm(Mon-Sun),None,NEW,NEW
Meghwani's Chinese Food Shop,300,"Chinese,Fast Food",Delhi NCR,Paschim Vihar,https://www.zomato.com/ncr/meghwanis-chinese-food-shop-paschim-vihar-new-delhi/info,454,Quick Bites,11am to 10pm(Mon-Sun),None,NEW,NEW
Singh's Chole Bhature,200,"North Indian,Fast Food",Delhi NCR,Laxmi Nagar,https://www.zomato.com/ncr/singhs-chole-bhature-laxmi-nagar-new-delhi/info,454,Quick Bites,9am to 930pm(Mon-Sun),None,NEW,NEW
Rollwala,300,Rolls,Delhi NCR,Sohna Road,https://www.zomato.com/ncr/rollwala-sohna-road-gurgaon/info,454,none,10am to 9pm(Mon-Sun),None,NEW,NEW
Grill N Tandoor,300,"North Indian,Chinese,Mughlai,Momos",Delhi NCR,Amrapali Dream Valley,https://www.zomato.com/ncr/grill-n-tandoor-amrapali-dream-valley-greater-noida/info,454,Quick Bites,1030am to 1115pm(Mon-Sun),Average,3.2,8
Hot Curries,700,"North Indian,Mughlai,Chinese,Momos",Delhi NCR,Janakpuri,https://www.zomato.com/ncr/hot-curries-janakpuri-new-delhi/info,454,Quick Bites,"11am to 12midnight(Mon,Wed,Thu,Fri,Sat,Sun)...",Good,3.9,196
Vaishno Chat Corner,400,"Street Food,Chinese,North Indian",Delhi NCR,Shahdara,https://www.zomato.com/ncr/vaishno-chat-corner-2-shahdara-new-delhi/info,454,Quick Bites,10am to 1030pm(Mon-Sun),Average,3.2,10
Atithi Satkar,500,"North Indian,Mughlai",Delhi NCR,Vasant Kunj,https://www.zomato.com/ncr/atithi-satkar-vasant-kunj-new-delhi/info,454,none,"12noon to 4pm,6pm to 1130pm(Mon-Sun)",Very Good,4.3,293
Peng You Quan - Friends Restaurants,1600,"Chinese,Momos",Delhi NCR,Central Plaza Mall-- Golf Course Road,https://www.zomato.com/ncr/peng-you-quan-friends-restaurants-golf-course-road-gurgaon/info,454,Casual Dining,12noon to 1030pm(Mon-Sun),Good,3.8,39
Mitran Da Junction,500,"Chinese,Continental,North Indian,Mughlai,Momos",Delhi NCR,Suraj Kund-- Faridabad,https://www.zomato.com/ncr/mitran-da-junction-suraj-kund-faridabad/info,454,none,"12midnight to 4am,12noon to 12midnight(Mon-Sun)",Good,3.9,343
iHf Delite Punjabi,350,"North Indian,Chinese",Delhi NCR,DLF Phase 3,https://www.zomato.com/ncr/ihf-delite-punjabi-dlf-phase-3-gurgaon/info,454,Quick Bites,1030am to 3am(Mon-Sun),Good,3.5,60
Chef Di Rasoi,250,"North Indian,Chinese,Fast Food",Delhi NCR,Sector 7-- Dwarka,https://www.zomato.com/ncr/chef-di-rasoi-sector-7-dwarka-new-delhi/info,454,Casual Dining,8am to 4am(Mon-Sun),Good,3.6,232
Zarda Express,1000,North Indian,Delhi NCR,Kalkaji,https://www.zomato.com/ncr/zarda-express-kalkaji-new-delhi/info,454,none,"1130am to 330pm,6pm to 4am(Mon-Sun)",Very Good,4,32
Sher E Punjab Handi,650,"North Indian,Chinese",Delhi NCR,Sector 18-- Noida,https://www.zomato.com/ncr/sher-e-punjab-handi-sector-18-noida/info,454,Casual Dining,11am to 3am(Mon-Sun),Average,3.4,23
Pm To Am Restaurant,800,North Indian,Delhi NCR,Saket,https://www.zomato.com/ncr/pm-to-am-restaurant-saket-new-delhi/info,454,Casual Dining,7am to 2am(Mon-Sun),Not rated,-,-
Mitran Da Junction,500,"Chinese,Continental,North Indian,Mughlai,Momos",Delhi NCR,Suraj Kund-- Faridabad,https://www.zomato.com/ncr/mitran-da-junction-suraj-kund-faridabad/info,455,none,"12midnight to 4am,12noon to 12midnight(Mon-Sun)",Good,3.9,343
iHf Delite Punjabi,350,"North Indian,Chinese",Delhi NCR,DLF Phase 3,https://www.zomato.com/ncr/ihf-delite-punjabi-dlf-phase-3-gurgaon/info,455,Quick Bites,1030am to 3am(Mon-Sun),Good,3.5,60
Just Punjabi,500,"North Indian,Mughlai",Delhi NCR,Indirapuram,https://www.zomato.com/ncr/just-punjabi-indirapuram-ghaziabad/info,455,Quick Bites,11am to 12midnight(Mon-Sun),Good,3.7,617
Vats Restaurant & Caterers,150,North Indian,Delhi NCR,Indirapuram,https://www.zomato.com/ncr/vats-restaurant-caterers-indirapuram-ghaziabad/info,455,none,"1130am to 4pm,7pm to 11pm(Mon-Sun)",Average,3.4,18
Nutrition Theka,500,Cafe,Delhi NCR,Lawrence Road,https://www.zomato.com/ncr/nutrition-theka-lawrence-road-new-delhi/info,455,Café,8am to 11pm(Mon-Sun),Good,3.5,63
Matka King,250,"North Indian,Chinese",Delhi NCR,Crossing Republik,https://www.zomato.com/ncr/matka-king-crossing-republik-ghaziabad/info,455,Quick Bites,12noon to 11pm(Mon-Sun),None,NEW,NEW
Cafe Untold,800,"Cafe,Continental,Fast Food",Delhi NCR,Hauz Khas,https://www.zomato.com/ncr/cafe-untold-hauz-khas-new-delhi/info,455,Café,8am to 11pm(Mon-Sun),Good,3.8,112
Chinese Mania,350,"Chinese,North Indian",Delhi NCR,Aaya Nagar,https://www.zomato.com/ncr/chinese-mania-aaya-nagar-new-delhi/info,455,Quick Bites,11am to 11pm(Mon-Sun),Average,3.4,28
Desi Dragon Restaurant and Kitchen,300,"Chinese,North Indian,Fast Food",Delhi NCR,Alpha 1,https://www.zomato.com/ncr/desi-dragon-restaurant-and-kitchen-alpha-1-greater-noida/info,455,Quick Bites,11am to 11pm(Mon-Sun),Average,3.4,29
Sama Chicken Biryani Corner,200,Biryani,Delhi NCR,Sector 35-- Faridabad,https://www.zomato.com/ncr/sama-chicken-biryani-corner-sector-35-faridabad/info,455,Quick Bites,8am to 11pm(Mon-Sun),Average,3.2,18
Swadisht Bhojnalaya,400,North Indian,Delhi NCR,Uttam Nagar,https://www.zomato.com/ncr/swadisht-bhojnalaya-uttam-nagar-new-delhi/info,455,Quick Bites,8am to 1130pm(Mon-Sun),Average,3.4,197
Barista Diner Cafe,400,"Cafe,Desserts",Delhi NCR,Starling Mall-- Sector 110-- Noida,https://www.zomato.com/ncr/barista-diner-cafe-sector-110-noida/info,455,Food Court,9am to 11pm(Mon-Sun),Average,3.2,20
Apni Rasoi,350,"South Indian,Chinese,North Indian",Delhi NCR,Rohini,https://www.zomato.com/ncr/apni-rasoi-6-rohini-new-delhi/info,455,Quick Bites,9am to 11pm(Mon-Sun),Average,2.9,19
Eat Together,450,"Fast Food,North Indian",Delhi NCR,Pitampura,https://www.zomato.com/ncr/eat-together-pitampura-new-delhi/info,455,none,10am to 12midnight(Mon-Sun),Average,3.3,37
Food Paradise,400,"Chinese,North Indian",Delhi NCR,Indirapuram,https://www.zomato.com/ncr/food-paradise-3-indirapuram-ghaziabad/info,455,Casual Dining,"12noon to 4pm,7pm to 1030pm(Mon-Sun)",Good,3.9,36
Sharma Shudh Vaishno Dhaba,250,North Indian,Delhi NCR,Paschim Vihar,https://www.zomato.com/ncr/sharma-shudh-vaishno-dhaba-paschim-vihar-new-delhi/info,456,Quick Bites,"11am to 330pm,7pm to 1130pm(Mon-Sun)",Good,3.8,157
The  Cafe Canteen,300,"Chinese,Street Food",Delhi NCR,Najafgarh,https://www.zomato.com/ncr/the-cafe-canteen-najafgarh-new-delhi/info,456,Quick Bites,7am to 10pm(Mon-Sun),None,NEW,NEW
Punjab Restaurant,600,"North Indian,Mughlai",Delhi NCR,Yusuf Sarai,https://www.zomato.com/ncr/punjab-restaurant-yusuf-sarai-new-delhi/info,456,Quick Bites,"11am to 4pm,7pm to 11pm(Mon-Sun)",Good,3.6,75
Chuk Chuk Mail,300,"Chinese,Fast Food",Delhi NCR,Paschim Vihar,https://www.zomato.com/ncr/chuk-chuk-mail-paschim-vihar-new-delhi/info,456,Quick Bites,1130am to 10pm(Mon-Sun),Good,3.7,163
Brijwasi Fast Food,150,"North Indian,Street Food",Delhi NCR,Hauz Khas,https://www.zomato.com/ncr/brijwasi-fast-food-hauz-khas-new-delhi/info,456,Quick Bites,"6am to 11pm(Mon-Fri),10am to 1130pm(Sat-Sun)",Good,3.7,46
Republic of Chicken,700,"Raw Meats,North Indian,Mughlai",Delhi NCR,Sector 25-- Noida,https://www.zomato.com/ncr/republic-of-chicken-sector-25-noida/info,456,Meat Shop,10am to 11pm(Mon-Sun),Good,3.9,61
Lovely Chaat Bhandar,100,Street Food,Delhi NCR,NIT,https://www.zomato.com/ncr/lovely-chaat-bhandar-nit-faridabad/info,456,none,4pm to 1030pm(Mon-Sun),Good,3.5,100
Grand Bikaner,200,"Mithai,Fast Food,Street Food",Delhi NCR,Pitampura,https://www.zomato.com/ncr/grand-bikaner-pitampura-new-delhi/info,456,Sweet Shop,830am to 1030pm(Mon-Sun),Good,3.6,68
Finest Birthday Cakes,600,Bakery,Delhi NCR,Sector 37-- Faridabad,https://www.zomato.com/ncr/finest-birthday-cakes-sector-37-faridabad/info,456,Bakery,10am to 830pm(Mon-Sun),Average,2.8,23
The Club Caffe,600,"North Indian,Chinese,Mughlai",Delhi NCR,Vikas Marg,https://www.zomato.com/ncr/the-club-caffe-vikas-marg-new-delhi/info,456,Quick Bites,12noon to 11pm(Mon-Sun),Average,3.2,6
Chicago Delights,400,"Pizza,Fast Food",Delhi NCR,Sector 4-- Gurgaon,https://www.zomato.com/ncr/chicago-delights-sector-4-gurgaon/info,456,Quick Bites,11am to 11pm(Mon-Sun),Good,3.6,85
Costa Grillz,400,"Chinese,Fast Food",Delhi NCR,Daryaganj,https://www.zomato.com/ncr/costa-grillz-daryaganj-new-delhi/info,456,Quick Bites,12noon to 1130pm(Mon-Sun),Good,3.6,75
The Chef,400,"Chinese,Fast Food",Delhi NCR,Safdarjung,https://www.zomato.com/ncr/the-chef-safdarjung-new-delhi/info,456,Quick Bites,11am to 1130pm(Mon-Sun),Average,3.4,22
Hostess Tasty Bites,400,Chinese,Delhi NCR,Model Town 2,https://www.zomato.com/ncr/hostess-tasty-bites-model-town-2-new-delhi/info,456,none,11am to 11pm(Mon-Sun),Good,3.5,100
Purani Delhi Express,300,North Indian,Delhi NCR,Sector 56-- Gurgaon,https://www.zomato.com/ncr/purani-delhi-express-sector-56-gurgaon/info,456,none,"11am to 330pm,6pm to 11pm(Mon-Sun)",Good,3.5,114
Just Punjabi,500,"North Indian,Mughlai",Delhi NCR,Indirapuram,https://www.zomato.com/ncr/just-punjabi-indirapuram-ghaziabad/info,457,Quick Bites,11am to 12midnight(Mon-Sun),Good,3.7,617
Vats Restaurant & Caterers,150,North Indian,Delhi NCR,Indirapuram,https://www.zomato.com/ncr/vats-restaurant-caterers-indirapuram-ghaziabad/info,457,none,"1130am to 4pm,7pm to 11pm(Mon-Sun)",Average,3.4,18
Nutrition Theka,500,Cafe,Delhi NCR,Lawrence Road,https://www.zomato.com/ncr/nutrition-theka-lawrence-road-new-delhi/info,457,Café,8am to 11pm(Mon-Sun),Good,3.5,63
Matka King,250,"North Indian,Chinese",Delhi NCR,Crossing Republik,https://www.zomato.com/ncr/matka-king-crossing-republik-ghaziabad/info,457,Quick Bites,12noon to 11pm(Mon-Sun),None,NEW,NEW
Cafe Untold,800,"Cafe,Continental,Fast Food",Delhi NCR,Hauz Khas,https://www.zomato.com/ncr/cafe-untold-hauz-khas-new-delhi/info,457,Café,8am to 11pm(Mon-Sun),Good,3.8,112
Chinese Mania,350,"Chinese,North Indian",Delhi NCR,Aaya Nagar,https://www.zomato.com/ncr/chinese-mania-aaya-nagar-new-delhi/info,457,Quick Bites,11am to 11pm(Mon-Sun),Average,3.4,28
Desi Dragon Restaurant and Kitchen,300,"Chinese,North Indian,Fast Food",Delhi NCR,Alpha 1,https://www.zomato.com/ncr/desi-dragon-restaurant-and-kitchen-alpha-1-greater-noida/info,457,Quick Bites,11am to 11pm(Mon-Sun),Average,3.4,29
Sama Chicken Biryani Corner,200,Biryani,Delhi NCR,Sector 35-- Faridabad,https://www.zomato.com/ncr/sama-chicken-biryani-corner-sector-35-faridabad/info,457,Quick Bites,8am to 11pm(Mon-Sun),Average,3.2,18
Swadisht Bhojnalaya,400,North Indian,Delhi NCR,Uttam Nagar,https://www.zomato.com/ncr/swadisht-bhojnalaya-uttam-nagar-new-delhi/info,457,Quick Bites,8am to 1130pm(Mon-Sun),Average,3.4,197
Barista Diner Cafe,400,"Cafe,Desserts",Delhi NCR,Starling Mall-- Sector 110-- Noida,https://www.zomato.com/ncr/barista-diner-cafe-sector-110-noida/info,457,Food Court,9am to 11pm(Mon-Sun),Average,3.2,20
Apni Rasoi,350,"South Indian,Chinese,North Indian",Delhi NCR,Rohini,https://www.zomato.com/ncr/apni-rasoi-6-rohini-new-delhi/info,457,Quick Bites,9am to 11pm(Mon-Sun),Average,2.9,19
Eat Together,450,"Fast Food,North Indian",Delhi NCR,Pitampura,https://www.zomato.com/ncr/eat-together-pitampura-new-delhi/info,457,none,10am to 12midnight(Mon-Sun),Average,3.3,37
Food Paradise,400,"Chinese,North Indian",Delhi NCR,Indirapuram,https://www.zomato.com/ncr/food-paradise-3-indirapuram-ghaziabad/info,457,Casual Dining,"12noon to 4pm,7pm to 1030pm(Mon-Sun)",Good,3.9,36
Bhai Jee Restaurant,600,North Indian,Delhi NCR,Alpha 1,https://www.zomato.com/ncr/bhai-jee-restaurant-alpha-1-greater-noida/info,457,Casual Dining,2pm to 11pm(Mon-Sun),Average,3.3,14
Nutri Ninja,500,"Healthy Food,Salad,Sandwich",Delhi NCR,Sector 39-- Gurgaon,https://www.zomato.com/ncr/nutri-ninja-sector-39-gurgaon/info,457,Quick Bites,"11am to 1030pm(Mon-Sat),1230pm to 11pm(Sun)",Good,3.5,19
Cafe Teazer,600,"Cafe,Fast Food",Delhi NCR,Paschim Vihar,https://www.zomato.com/ncr/cafe-teazer-paschim-vihar-new-delhi/info,458,Café,1130am to 1030pm(Mon-Sun),Good,3.6,134
Green Garlic,400,"North Indian,Mughlai,Chinese",Delhi NCR,Sector 62-- Noida,https://www.zomato.com/ncr/green-garlic-sector-62-noida/info,458,Quick Bites,"10am to 11pm(Mon-Sat),1pm to 11pm(Sun)",Good,3.9,91
Malabari Roots,500,South Indian,Delhi NCR,Chittaranjan Park,https://www.zomato.com/ncr/malabari-roots-chittaranjan-park-new-delhi/info,458,Quick Bites,"Closed(Mon),9am to 3pm,530pm to 1030pm(Tue-Sun)",Good,3.7,44
Delicieux Food Express,500,"North Indian,Mughlai,Chinese,Seafood",Delhi NCR,Sector 72-- Noida,https://www.zomato.com/ncr/delicieux-food-express-sector-72-noida/info,458,none,12noon to 11pm(Mon-Sun),Good,3.5,26
Arogya Meals,400,"North Indian,Healthy Food,Continental,Beverages",Delhi NCR,Sector 50-- Gurgaon,https://www.zomato.com/ncr/arogya-meals-sector-50-gurgaon/info,458,none,8am to 11pm(Mon-Sun),Good,3.8,61
Lite Bite Biryani,600,Biryani,Delhi NCR,Udyog Vihar,https://www.zomato.com/ncr/lite-bite-biryani-udyog-vihar-gurgaon/info,458,none,11am to 12midnight(Mon-Sun),Good,3.6,120
Kaffa Cerrado,500,Cafe,Delhi NCR,Select Citywalk Mall-- Saket,https://www.zomato.com/ncr/kaffa-cerrado-saket-new-delhi/info,458,Café,9am to 11pm(Mon-Sun),Average,3.4,8
Fresho,250,"North Indian,Chinese",Delhi NCR,Okhla Phase 1,https://www.zomato.com/ncr/fresho-okhla-new-delhi/info,458,Quick Bites,"9am to 8pm(Mon-Sat),Closed(Sun)",Average,3.3,11
"The Pizza Burger Zone, Durga Puri",400,"Fast Food,Pizza",Delhi NCR,Shahdara,https://www.zomato.com/ncr/the-pizza-burger-zone-durga-puri-shahdara-new-delhi/info,458,none,11am to 10pm(Mon-Sun),Average,3.1,6
Taste of Punjab,500,"North Indian,Chinese",Delhi NCR,Sector 45-- Gurgaon,https://www.zomato.com/ncr/taste-of-punjab-sector-45-gurgaon/info,458,Quick Bites,12noon to 11pm(Mon-Sun),Good,3.6,29
Dhaniya Da Dhaba,200,North Indian,Delhi NCR,Lajpat Nagar 4,https://www.zomato.com/ncr/dhaniya-da-dhaba-2-lajpat-nagar-4-new-delhi/info,458,Quick Bites,"830am to 430pm,730pm to 11pm(Mon-Sun)",Average,3.3,7
Pizza Mr. Beans,500,"Pizza,Fast Food,Ice Cream",Delhi NCR,Krishna Nagar,https://www.zomato.com/ncr/pizza-mr-beans-krishna-nagar-new-delhi/info,458,none,11am to 11pm(Mon-Sun),Skv?lá volba,3.9,54
Chinese Hut,150,"Chinese,North Indian",Delhi NCR,Indirapuram,https://www.zomato.com/ncr/chinese-hut-indirapuram-ghaziabad/info,458,Quick Bites,11am to 11pm(Mon-Sun),Average,3.3,16
Chaap Grill & Kababs,250,"Mughlai,Chinese",Delhi NCR,Karol Bagh,https://www.zomato.com/ncr/chaap-grill-kababs-karol-bagh-new-delhi/info,458,Quick Bites,2pm to 11pm(Mon-Sun),Average,3.2,7
Live Cafe,500,"Fast Food,South Indian",Delhi NCR,Laxmi Nagar,https://www.zomato.com/ncr/live-cafe-laxmi-nagar-new-delhi/info,458,Quick Bites,11am to 11pm(Mon-Sun),Good,3.6,28
Republic of Chicken,700,"Raw Meats,North Indian,Mughlai",Delhi NCR,Sector 25-- Noida,https://www.zomato.com/ncr/republic-of-chicken-sector-25-noida/info,459,Meat Shop,10am to 11pm(Mon-Sun),Good,3.9,61
Lovely Chaat Bhandar,100,Street Food,Delhi NCR,NIT,https://www.zomato.com/ncr/lovely-chaat-bhandar-nit-faridabad/info,459,none,4pm to 1030pm(Mon-Sun),Good,3.5,100
Grand Bikaner,200,"Mithai,Fast Food,Street Food",Delhi NCR,Pitampura,https://www.zomato.com/ncr/grand-bikaner-pitampura-new-delhi/info,459,Sweet Shop,830am to 1030pm(Mon-Sun),Good,3.6,68
Finest Birthday Cakes,600,Bakery,Delhi NCR,Sector 37-- Faridabad,https://www.zomato.com/ncr/finest-birthday-cakes-sector-37-faridabad/info,459,Bakery,10am to 830pm(Mon-Sun),Average,2.8,23
The Club Caffe,600,"North Indian,Chinese,Mughlai",Delhi NCR,Vikas Marg,https://www.zomato.com/ncr/the-club-caffe-vikas-marg-new-delhi/info,459,Quick Bites,12noon to 11pm(Mon-Sun),Average,3.2,6
