,name,address,phone,online_order,rest_type,cuisines,listed_in(type),book_table,rate,approx_cost(for two people),menu_item,listed_in(city)
12093,KF's Biryani's and Kababs,"Opposite Shilton Hotel, Near Sony World Signal, 100ft Inner Ring Road, Muniyappa Layout, 4th Cross, Koramangala 4th Block, Bangalore","+91 9620866906
+91 9867379021",Yes,Quick Bites,"Biryani, Kebab",Dine-out,No,3.4 /5,400,"['Chicken 65', 'Boneless Chicken Chilli', 'Chicken Roast', 'Chicken Tandoori Fry with Schezwan', 'Gobi Chilli', 'Gobi Manchurian', 'Green Peas Masala Dry', 'Paneer Chilli', 'Paneer Manchurian', 'Paneer Tikka', 'Chilli Potato', 'Veg Manchurian', 'Schezwan Egg Fry', 'Egg Chilli', 'Egg Dry Fry', 'Egg Pakoda', 'Chicken 65', 'Chicken 65 with Schezwan', 'Boneless Chicken Chilli', 'Desi Style Chicken Fry', 'Chicken Kalimiri', 'Bengali Style Chicken Kosha', 'Chicken Manchurian', 'Boneless Chicken Manchurian', 'Chicken Peri Peri', 'Chicken Roast', 'Chicken Tandoori Fry', 'Chicken Tandoori Fry with Schezwan', 'Garlic Chicken', 'Ginger Chicken', 'Lahori Chicken', 'Boneless Lemon Chicken', 'Boneless Lemon Pepper Chicken', 'Boneless Pepper Chicken', 'Schezwan Chicken', 'Schezwan Chicken Fry', 'Paneer Masala', 'Mixed Veg Korma', 'Mix Veg Curry', 'Matar Paneer', 'Green Peas Masala', 'Butter Chicken', 'Boneless Butter Chicken', 'Chicken Angare', 'Chicken Chilli', 'Chicken Do Pyaza', 'Chicken Hyderabadi', 'Chicken Korma', 'Chicken Kolhapuri', 'Chicken Masala', 'Aloo Paratha', 'Gobi Paratha', 'Dal Khichadi', 'Veg Fried Rice', 'Veg Schezwan Fried Rice', 'Veg Schezwan Tripple Fried Rice', 'Egg Fried Rice', 'Chicken Fried Rice', 'Chicken Schezwan Fried Rice', 'Chicken Schezwan Tripple Fried Rice', 'Veg Schezwan Noodles', 'Egg Schezwan Noodles', 'Chicken Schezwan Noodles']",Koramangala 4th Block
12094,KFC,"1, 80 Feet Road, 6th Block, 3rd Stage, Banashankari, Bangalore",080 33994444,Yes,Quick Bites,"Burger, Fast Food",Delivery,No,3.8/5,450,[],Banashankari
12095,KFC,"1, 80 Feet Road, 6th Block, 3rd Stage, Banashankari, Bangalore",080 33994444,Yes,Quick Bites,"Burger, Fast Food",Dine-out,No,3.8/5,450,"['Boneless Strips', '4 Pc Hot Wings', 'Chicken Popcorn (Large)', '5 in 1 Rice Box', '5 in 1 Rice Box', 'Hot & Crispy', 'Boneless Strips', 'Smoky Grilled', 'Hot & Crispy [2 Pieces]', '4 Pc Veg Strips*', '4 Pc Hot Wings', 'Chicken Popcorn (Large)', 'Veg Zinger Burger', 'Veg Longer Burger', 'Zinger Combo', '2 Double Down [Serves 2]', 'Double Down Combo [Serves 2]', 'Ultimate Savings Bucket', 'Triple Treat', 'Big 8', 'Big 8 Meal', 'Chick & Share + 3 Pepsi', 'Chick & Share', 'Friendship Bucket Meal', 'Friendship Bucket', 'Duo Bucket', 'Mingles Bucket', 'Veg Strips Rice Bowl', 'Veg Strips Rice Bowl + Pepsi', 'Chicken Popcorn Rice Bowl', 'Chicken Popcorn Rice Bowl + Pepsi', 'Popcorn Rice Combo', 'Popcorn Rice Duo', 'Smoky Grilled Rice Bowl', 'Smoky Grilled Rice Bowl + Pepsi', 'Pepsi (Pet Bottle)']",Banashankari
12096,KFC,"13,16,17, SJR, Ejipura Village, Next to Taco Bell, Koramangala 6th Block, Bangalore",080 33994444,Yes,Quick Bites,"Burger, Fast Food",Dine-out,No,3.8 /5,450,[],Koramangala 4th Block
12097,KFC,"149/40/1, 32nd - C Cross, 11th Main, 4th Block, Jayanagar, Bangalore",080 33994444,Yes,Quick Bites,"Burger, Fast Food",Delivery,No,3.3/5,400,[],JP Nagar
12098,KFC,"149/40/1, 32nd - C Cross, 11th Main, 4th Block, Jayanagar, Bangalore",080 33994444,Yes,Quick Bites,"Burger, Fast Food",Dine-out,No,3.3 /5,400,"['Hot & Crispy', 'Boneless Strips', 'Smoky Grilled', 'Hot & Crispy [2 Pieces]', '4 Pc Hot Wings', 'Chicken Popcorn (Large)', 'Chicken Zinger Burger', '2 Double Down [Serves 2]', 'Double Down Combo [Serves 2]', '5 in 1 Zinger Box', '5 in 1 Rice Box', 'Ultimate Savings Bucket', 'Triple Treat', 'Big 8', 'Duo Bucket', 'Mingles Bucket', 'Chicken Popcorn Rice Bowl', '5 in 1 Zinger Box', '5 in 1 Rice Box', 'Hot & Crispy', 'Boneless Strips', 'Smoky Grilled', 'Hot & Crispy [2 Pieces]', '4 Pc Veg Strips*', '4 Pc Hot Wings', 'Chicken Popcorn (Large)', 'Veg Zinger Burger', 'Veg Longer Burger', 'Chicken Zinger Burger', '2 Double Down [Serves 2]', 'Double Down Combo [Serves 2]', 'Ultimate Savings Bucket', 'Triple Treat', 'Big 8', 'Big 8 Meal', 'Chick & Share + 3 Pepsi', 'Chick & Share', 'Friendship Bucket Meal', 'Friendship Bucket', 'Duo Bucket', 'Mingles Bucket', 'Veg Strips Rice Bowl', 'Veg Strips Rice Bowl + Pepsi', 'Chicken Popcorn Rice Bowl', 'Chicken Popcorn Rice Bowl + Pepsi', 'Popcorn Rice Combo', 'Popcorn Rice Duo', 'Smoky Grilled Rice Bowl', 'Smoky Grilled Rice Bowl + Pepsi', 'Pepsi (Pet Bottle)', '7UP (Pet Bottle)', 'Mirinda (Pet Bottle)', 'Pepsi [330 ml]', 'Mayonnaise Dip', 'Thousand Island Dip']",Jayanagar
12099,KFC,"16, Mosque Road, Nulye Avenue, Frazer Town, Bangalore",080 33994444,Yes,Quick Bites,"Burger, Fast Food",Dine-out,No,3.3/5,400,"['Boneless Strips', '4 Pc Hot Wings', 'Chicken Popcorn (Large)', 'Chicken Zinger Burger', 'Zinger Combo', '5 in 1 Zinger Box', '5 in 1 Rice Box', '5 in 1 Zinger Box', '5 in 1 Rice Box', 'Hot & Crispy', 'Boneless Strips', 'Smoky Grilled', 'Hot & Crispy [2 Pieces]', '4 Pc Veg Strips*', '4 Pc Hot Wings', 'Chicken Popcorn (Large)', 'Veg Zinger Burger', 'Veg Longer Burger', 'Chicken Zinger Burger', 'Zinger Combo', 'Zinger Feast', '2 Double Down [Serves 2]', 'Double Down Combo [Serves 2]', 'Ultimate Savings Bucket', 'Triple Treat', 'Big 8', 'Big 8 Meal', 'Chick & Share + 3 Pepsi', 'Chick & Share', 'Friendship Bucket Meal', 'Friendship Bucket', 'Duo Bucket', 'Mingles Bucket', 'Veg Strips Rice Bowl', 'Veg Strips Rice Bowl + Pepsi', 'Chicken Popcorn Rice Bowl', 'Chicken Popcorn Rice Bowl + Pepsi', 'Popcorn Rice Combo', 'Popcorn Rice Duo', 'Smoky Grilled Rice Bowl', 'Smoky Grilled Rice Bowl + Pepsi', 'Pepsi (Pet Bottle)']",Frazer Town
12100,KFC,"174/1, Meu Square, Bannerghatta Road, Bangalore",080 33994444,Yes,Quick Bites,"Burger, Fast Food",Dine-out,No,3.8/5,400,[],Bannerghatta Road
12101,KFC,"2B Block, Total Mall, Hosur Road, Madiwala",080 33994444,Yes,Quick Bites,"Burger, Fast Food",Delivery,No,4.0/5,400,"['Hot & Crispy', 'Boneless Strips', 'Smoky Grilled', 'Hot & Crispy [2 Pieces]', '4 Pc Hot Wings', 'Chicken Popcorn (Large)', 'Chicken Zinger Burger', 'Zinger Combo', '2 Double Down [Serves 2]', '5 in 1 Zinger Box', '5 in 1 Rice Box', 'Ultimate Savings Bucket', 'Big 8', 'Friendship Bucket', 'Mingles Bucket', 'Chicken Popcorn Rice Bowl', '5 in 1 Zinger Box', '5 in 1 Rice Box', 'Hot & Crispy', 'Boneless Strips', 'Smoky Grilled', 'Hot & Crispy [2 Pieces]', '4 Pc Veg Strips*', '4 Pc Hot Wings', 'Chicken Popcorn (Large)', 'Veg Zinger Burger', 'Veg Longer Burger', 'Chicken Zinger Burger', 'Zinger Combo', 'Zinger Feast', '2 Double Down [Serves 2]', 'Double Down Combo [Serves 2]', 'Ultimate Savings Bucket', 'Triple Treat', 'Big 8', 'Big 8 Meal', 'Chick & Share + 3 Pepsi', 'Chick & Share', 'Friendship Bucket Meal', 'Friendship Bucket', 'Duo Bucket', 'Mingles Bucket', 'Veg Strips Rice Bowl', 'Veg Strips Rice Bowl + Pepsi', 'Chicken Popcorn Rice Bowl', 'Chicken Popcorn Rice Bowl + Pepsi', 'Popcorn Rice Combo', 'Popcorn Rice Duo', 'Smoky Grilled Rice Bowl', 'Smoky Grilled Rice Bowl + Pepsi', 'Pepsi (Pet Bottle)']",Jayanagar
12102,KFC,"2B Block, Total Mall, Hosur Road, Madiwala",080 33994444,Yes,Quick Bites,"Burger, Fast Food",Dine-out,No,3.9/5,400,"['Hot & Crispy', 'Boneless Strips', 'Smoky Grilled', 'Hot & Crispy [2 Pieces]', '4 Pc Hot Wings', 'Chicken Popcorn (Large)', 'Chicken Zinger Burger', 'Zinger Combo', '2 Double Down [Serves 2]', '12 For 350', '5 in 1 Zinger Box', '5 in 1 Rice Box', 'Ultimate Savings Bucket', 'Big 8', 'Friendship Bucket', 'Mingles Bucket', '10 For 550', '12 For 350', 'Special Deal 1', 'Special Deal 2', 'Special Deal 3', '5 in 1 Zinger Box', '5 in 1 Rice Box', 'Hot & Crispy', 'Boneless Strips', 'Smoky Grilled', 'Hot & Crispy [2 Pieces]', '4 Pc Veg Strips*', '4 Pc Hot Wings', 'Chicken Popcorn (Large)', 'Veg Zinger Burger', 'Veg Longer Burger', 'Chicken Zinger Burger', 'Zinger Combo', 'Zinger Feast', '2 Double Down [Serves 2]', 'Double Down Combo [Serves 2]', 'Ultimate Savings Bucket', 'Triple Treat', 'Big 8', 'Big 8 Meal', 'Chick & Share + 3 Pepsi', 'Chick & Share', 'Friendship Bucket Meal', 'Friendship Bucket', 'Duo Bucket', 'Mingles Bucket', 'Veg Strips Rice Bowl', 'Veg Strips Rice Bowl + Pepsi', 'Chicken Popcorn Rice Bowl', 'Chicken Popcorn Rice Bowl + Pepsi', 'Popcorn Rice Combo', 'Popcorn Rice Duo', 'Smoky Grilled Rice Bowl', 'Smoky Grilled Rice Bowl + Pepsi', 'Pepsi (Pet Bottle)']",BTM
12103,KFC,"38/1A, CMH Road, Indiranagar, Bangalore",080 33994444,Yes,Quick Bites,"Burger, Fast Food",Dine-out,No,3.1/5,450,"['Boneless Strips', '4 Pc Hot Wings', 'Chicken Popcorn (Large)', 'Chicken Zinger Burger', '5 in 1 Zinger Box', '5 in 1 Rice Box', '5 in 1 Zinger Box', '5 in 1 Rice Box', 'Hot & Crispy', 'Boneless Strips', 'Smoky Grilled', 'Hot & Crispy [2 Pieces]', '4 Pc Veg Strips*', '4 Pc Hot Wings', 'Chicken Popcorn (Large)', 'Veg Zinger Burger', 'Veg Longer Burger', 'Chicken Zinger Burger', 'Zinger Combo', 'Zinger Feast', '2 Double Down [Serves 2]', 'Double Down Combo [Serves 2]', 'Ultimate Savings Bucket', 'Triple Treat', 'Big 8', 'Big 8 Meal', 'Chick & Share + 3 Pepsi', 'Chick & Share', 'Friendship Bucket Meal', 'Friendship Bucket', 'Duo Bucket', 'Mingles Bucket', 'Veg Strips Rice Bowl', 'Veg Strips Rice Bowl + Pepsi', 'Chicken Popcorn Rice Bowl', 'Chicken Popcorn Rice Bowl + Pepsi', 'Popcorn Rice Combo', 'Popcorn Rice Duo', 'Smoky Grilled Rice Bowl', 'Smoky Grilled Rice Bowl + Pepsi', 'Pepsi (Pet Bottle)', 'Mayonnaise Dip', 'Thousand Island Dip']",Indiranagar
12104,KFC,"4M- 403, 80 Feet Road, Kammanahalli, Bangalore",+91 8033994444,Yes,Quick Bites,"Burger, Fast Food",Dine-out,No,3.1 /5,450,[],Kammanahalli
12105,KFC,"4M- 403, 80 Feet Road, Kammanahalli, Bangalore",080 33994444,Yes,Quick Bites,"Burger, Fast Food",Delivery,No,3.1/5,450,"['Hot & Crispy', 'Boneless Strips', 'Hot & Crispy [2 Pieces]', '4 Pc Hot Wings', 'Chicken Popcorn (Large)', 'Chicken Zinger Burger', 'Zinger Combo', '5 in 1 Zinger Box', '5 in 1 Rice Box', 'Ultimate Savings Bucket', 'Big 8', 'Big 8 Meal', 'Chick & Share', 'Mingles Bucket', 'Chicken Popcorn Rice Bowl', 'Popcorn Rice Combo', 'Popcorn Rice Duo', '5 in 1 Zinger Box', '5 in 1 Rice Box', 'Hot & Crispy', 'Boneless Strips', 'Smoky Grilled', 'Hot & Crispy [2 Pieces]', '4 Pc Veg Strips*', '4 Pc Hot Wings', 'Chicken Popcorn (Large)', 'Veg Zinger Burger', 'Veg Longer Burger', 'Chicken Zinger Burger', 'Zinger Combo', '2 Double Down [Serves 2]', 'Double Down Combo [Serves 2]', 'Ultimate Savings Bucket', 'Triple Treat', 'Big 8', 'Big 8 Meal', 'Chick & Share + 3 Pepsi', 'Chick & Share', 'Friendship Bucket Meal', 'Friendship Bucket', 'Duo Bucket', 'Mingles Bucket', 'Veg Strips Rice Bowl', 'Veg Strips Rice Bowl + Pepsi', 'Chicken Popcorn Rice Bowl', 'Chicken Popcorn Rice Bowl + Pepsi', 'Popcorn Rice Combo', 'Popcorn Rice Duo', 'Smoky Grilled Rice Bowl', 'Smoky Grilled Rice Bowl + Pepsi', 'Pepsi (Pet Bottle)', '7UP (Pet Bottle)', 'Mirinda (Pet Bottle)', 'Pepsi [330 ml]', 'Mayonnaise Dip', 'Thousand Island Dip']",Kammanahalli
12106,KFC,"4M- 403, 80 Feet Road, Kammanahalli, Bangalore",080 33994444,Yes,Quick Bites,"Burger, Fast Food",Dine-out,No,3.1/5,450,"['Hot & Crispy', 'Boneless Strips', 'Hot & Crispy [2 Pieces]', '4 Pc Hot Wings', 'Chicken Popcorn (Large)', 'Chicken Zinger Burger', 'Zinger Combo', '5 in 1 Zinger Box', '5 in 1 Rice Box', 'Ultimate Savings Bucket', 'Big 8', 'Big 8 Meal', 'Chick & Share', 'Mingles Bucket', 'Chicken Popcorn Rice Bowl', 'Popcorn Rice Combo', 'Popcorn Rice Duo', '5 in 1 Zinger Box', '5 in 1 Rice Box', 'Hot & Crispy', 'Boneless Strips', 'Smoky Grilled', 'Hot & Crispy [2 Pieces]', '4 Pc Veg Strips*', '4 Pc Hot Wings', 'Chicken Popcorn (Large)', 'Veg Zinger Burger', 'Veg Longer Burger', 'Chicken Zinger Burger', 'Zinger Combo', '2 Double Down [Serves 2]', 'Double Down Combo [Serves 2]', 'Ultimate Savings Bucket', 'Triple Treat', 'Big 8', 'Big 8 Meal', 'Chick & Share + 3 Pepsi', 'Chick & Share', 'Friendship Bucket Meal', 'Friendship Bucket', 'Duo Bucket', 'Mingles Bucket', 'Veg Strips Rice Bowl', 'Veg Strips Rice Bowl + Pepsi', 'Chicken Popcorn Rice Bowl', 'Chicken Popcorn Rice Bowl + Pepsi', 'Popcorn Rice Combo', 'Popcorn Rice Duo', 'Smoky Grilled Rice Bowl', 'Smoky Grilled Rice Bowl + Pepsi', 'Pepsi (Pet Bottle)', '7UP (Pet Bottle)', 'Mirinda (Pet Bottle)', 'Pepsi [330 ml]', 'Mayonnaise Dip', 'Thousand Island Dip']",Kalyan Nagar
12107,KFC,"55, Opposite SKF, Bommasandra Village, Attibele Hobli, Anekal Taluk, Near Electronic City, Electronic City, Bangalore",080 33994444,Yes,Quick Bites,"Burger, Fast Food",Dine-out,No,3.5/5,450,[],Electronic City
12108,KFC,"56, Survey No. 66, Opposite Wipro Gate 5, Phase 1, Electronic City, Bangalore",080 33994444,Yes,Quick Bites,"Burger, Fast Food",Delivery,No,3.9/5,450,[],Electronic City
12109,KFC,"729, Modi Hospital Junction, 2nd Stage, Basaveshwara Nagar, Bangalore",080 33994444,Yes,Quick Bites,"Burger, Fast Food",Delivery,No,3.8 /5,400,[],Rajajinagar
12110,KFC,"729, Modi Hospital Junction, 2nd Stage, Basaveshwara Nagar, Bangalore",080 33994444,Yes,Quick Bites,"Burger, Fast Food",Dine-out,No,3.8 /5,400,[],Rajajinagar
12111,KFC,"79/1, Aishwarya Sampurna Vani Vilas Road, Basavanagudi, Bangalore",080 33994444,Yes,Quick Bites,"Burger, Fast Food",Dine-out,No,3.8/5,400,[],Basavanagudi
12112,KFC,"948, 24th Main Road, 2nd Phase, JP Nagar, Bangalore",080 33994444,No,Quick Bites,"Burger, Fast Food",Dine-out,No,3.9/5,400,[],JP Nagar
12113,KFC,"948, 24th Main Road, 2nd Phase, JP Nagar, Bangalore",080 33994444,Yes,Quick Bites,"Burger, Fast Food",Delivery,No,3.9/5,400,"['Boneless Strips', '4 Pc Hot Wings', 'Chicken Popcorn (Large)', 'Chicken Zinger Burger', '5 in 1 Zinger Box', '5 in 1 Rice Box', '5 in 1 Zinger Box', '5 in 1 Rice Box', 'Hot & Crispy', 'Boneless Strips', 'Smoky Grilled', 'Hot & Crispy [2 Pieces]', '4 Pc Veg Strips*', '4 Pc Hot Wings', 'Chicken Popcorn (Large)', 'Veg Zinger Burger', 'Veg Longer Burger', 'Chicken Zinger Burger', 'Zinger Combo', 'Zinger Feast', '2 Double Down [Serves 2]', 'Double Down Combo [Serves 2]', 'Ultimate Savings Bucket', 'Triple Treat', 'Big 8', 'Big 8 Meal', 'Chick & Share + 3 Pepsi', 'Chick & Share', 'Friendship Bucket Meal', 'Friendship Bucket', 'Duo Bucket', 'Mingles Bucket', 'Veg Strips Rice Bowl', 'Veg Strips Rice Bowl + Pepsi', 'Chicken Popcorn Rice Bowl', 'Chicken Popcorn Rice Bowl + Pepsi', 'Popcorn Rice Combo', 'Popcorn Rice Duo', 'Smoky Grilled Rice Bowl', 'Smoky Grilled Rice Bowl + Pepsi', 'Pepsi (Pet Bottle)']",Bannerghatta Road
12114,KFC,"Ascendas Park Square, 3rd Floor, ITPB, Whitefield Road, Bangalore, Whitefield, Bangalore",080 33994444,Yes,Food Court,"Burger, Fast Food",Delivery,No,2.8/5,400,"['Boneless Strips', '4 Pc Hot Wings', 'Chicken Popcorn (Large)', 'Chicken Zinger Burger', '5 in 1 Zinger Box', '5 in 1 Rice Box', '5 in 1 Zinger Box', '5 in 1 Rice Box', 'Hot & Crispy', 'Boneless Strips', 'Smoky Grilled', 'Hot & Crispy [2 Pieces]', '4 Pc Veg Strips*', '4 Pc Hot Wings', 'Chicken Popcorn (Large)', 'Veg Zinger Burger', 'Veg Longer Burger', 'Chicken Zinger Burger', 'Zinger Combo', 'Zinger Feast', '2 Double Down [Serves 2]', 'Double Down Combo [Serves 2]', 'Ultimate Savings Bucket', 'Triple Treat', 'Big 8', 'Big 8 Meal', 'Chick & Share + 3 Pepsi', 'Chick & Share', 'Friendship Bucket Meal', 'Friendship Bucket', 'Duo Bucket', 'Mingles Bucket', 'Veg Strips Rice Bowl', 'Veg Strips Rice Bowl + Pepsi', 'Chicken Popcorn Rice Bowl', 'Chicken Popcorn Rice Bowl + Pepsi', 'Popcorn Rice Combo', 'Popcorn Rice Duo', 'Smoky Grilled Rice Bowl', 'Smoky Grilled Rice Bowl + Pepsi', 'Pepsi (Pet Bottle)', 'Mayonnaise Dip', 'Thousand Island Dip']",Brookefield
12115,KFC,"E1, Beach Block, 1st Floor, Food Court, Manyata Tech Park, Nagawara, Bangalore",080 33994444,Yes,Food Court,"Burger, Fast Food",Delivery,No,3.7/5,400,[],Kalyan Nagar
12116,KFC,"Garuda Mall, 4th Floor, Magrath Road, Near Brigade Road, Brigade Road, Bangalore",080 33994444,Yes,Quick Bites,"Burger, Fast Food",Dine-out,No,3.8/5,450,[],Brigade Road
12117,KFC,"Ground & First Floor, 30, Sector 4, 14th Main Road, Opposite BDA Complex, HSR, Bangalore",080 33994444,Yes,Quick Bites,"Burger, Fast Food",Delivery,No,3.6/5,400,[],BTM
12118,KFC,"Ground & First Floor, 30, Sector 4, 14th Main Road, Opposite BDA Complex, HSR, Bangalore",080 33994444,Yes,Quick Bites,"Burger, Fast Food",Dine-out,No,3.6/5,400,[],HSR
12119,KFC,"Ground Floor, 14, HM Geneva House, Cunningham Road, Bangalore",080 33994444,Yes,Quick Bites,"Burger, Fast Food",Delivery,No,3.6/5,400,"['Boneless Strips', '4 Pc Hot Wings', 'Chicken Popcorn (Large)', 'Chicken Zinger Burger', '5 in 1 Zinger Box', '5 in 1 Rice Box', '5 in 1 Zinger Box', '5 in 1 Rice Box', 'Hot & Crispy', 'Boneless Strips', 'Smoky Grilled', 'Hot & Crispy [2 Pieces]', '4 Pc Veg Strips*', '4 Pc Hot Wings', 'Chicken Popcorn (Large)', 'Veg Zinger Burger', 'Veg Longer Burger', 'Chicken Zinger Burger', 'Zinger Combo', 'Zinger Feast', '2 Double Down [Serves 2]', 'Double Down Combo [Serves 2]', 'Ultimate Savings Bucket', 'Triple Treat', 'Big 8', 'Big 8 Meal', 'Chick & Share + 3 Pepsi', 'Chick & Share', 'Friendship Bucket Meal', 'Friendship Bucket', 'Duo Bucket', 'Mingles Bucket', 'Veg Strips Rice Bowl', 'Veg Strips Rice Bowl + Pepsi', 'Chicken Popcorn Rice Bowl', 'Chicken Popcorn Rice Bowl + Pepsi', 'Popcorn Rice Combo', 'Popcorn Rice Duo', 'Smoky Grilled Rice Bowl', 'Smoky Grilled Rice Bowl + Pepsi', 'Pepsi (Pet Bottle)', '7UP (Pet Bottle)', 'Mirinda (Pet Bottle)', 'Pepsi [330 ml]', 'Red Bull', 'Mayonnaise Dip', 'Thousand Island Dip']",Brigade Road
12120,KFC,"Ground Floor, Forum Mall, Hosur Road, Koramangala, Bangalore, Koramangala 7th Block, Bangalore",080 33994444,Yes,Quick Bites,"Burger, Fast Food",Dine-out,No,3.9 /5,450,"['Hot & Crispy', 'Boneless Strips', 'Hot & Crispy [2 Pieces]', '4 Pc Hot Wings', 'Chicken Popcorn (Large)', 'Chicken Zinger Burger', 'Zinger Combo', '2 Double Down [Serves 2]', '10 For 550', '12 For 350', '5 in 1 Zinger Box', '5 in 1 Rice Box', 'Ultimate Savings Bucket', 'Big 8', 'Mingles Bucket', 'Chicken Popcorn Rice Bowl', '10 For 550', '12 For 350', 'Special Deal 1', 'Special Deal 2', 'Special Deal 3', '5 in 1 Zinger Box', '5 in 1 Rice Box', 'Hot & Crispy', 'Boneless Strips', 'Smoky Grilled', 'Hot & Crispy [2 Pieces]', '4 Pc Veg Strips*', '4 Pc Hot Wings', 'Chicken Popcorn (Large)', 'Veg Zinger Burger', 'Veg Longer Burger', 'Chicken Zinger Burger', 'Zinger Combo', '2 Double Down [Serves 2]', 'Double Down Combo [Serves 2]', 'Ultimate Savings Bucket', 'Triple Treat', 'Big 8', 'Big 8 Meal', 'Chick & Share + 3 Pepsi', 'Chick & Share', 'Friendship Bucket Meal', 'Friendship Bucket', 'Duo Bucket', 'Mingles Bucket', 'Veg Strips Rice Bowl', 'Veg Strips Rice Bowl + Pepsi', 'Chicken Popcorn Rice Bowl', 'Chicken Popcorn Rice Bowl + Pepsi', 'Popcorn Rice Combo', 'Popcorn Rice Duo', 'Smoky Grilled Rice Bowl', 'Smoky Grilled Rice Bowl + Pepsi', 'Pepsi (Pet Bottle)']",Koramangala 7th Block
12121,KFC,"Ground Floor, Forum Neighbourhood Mall, Varthur Main Road, Whitefield, Bangalore",080 33994444,Yes,Quick Bites,"Burger, Fast Food",Delivery,No,3.5 /5,450,[],Whitefield
12122,KFC,"Ground Floor, Total Mall, Sarjapur Road, Bangalore",080 33994444,Yes,Quick Bites,"Burger, Fast Food",Delivery,No,3.2/5,450,[],Bellandur
12123,KFC,"Ground Floor, Total Mall, Sarjapur Road, Bangalore",080 33994444,Yes,Quick Bites,"Burger, Fast Food",Dine-out,No,3.2 /5,450,[],Sarjapur Road
12124,KFC,"Hyper City, Bangalore Bangalore Kundanahalli Gate, Brookefield, Bangalore",080 33994444,Yes,Quick Bites,"Burger, Fast Food",Dine-out,No,3.1/5,450,[],Brookefield
12125,KFC,"More Super Market, Opposite VIMS Hospital, Outer Ring Road, Marathahalli, Bangalore",080 33994444,Yes,Quick Bites,"Burger, Fast Food",Delivery,No,3.9 /5,450,[],Marathahalli
12126,KFC,"More Super Market, Opposite VIMS Hospital, Outer Ring Road, Marathahalli, Bangalore",080 33994444,Yes,Quick Bites,"Burger, Fast Food",Dine-out,No,3.9 /5,450,[],Marathahalli
12127,KFC,"Old Kempfort, Old Airport Road, Bangalore",080 33994444,Yes,Quick Bites,"Burger, Fast Food",Delivery,No,3.9/5,400,[],Indiranagar
12128,KFC,"Old Kempfort, Old Airport Road, Bangalore",080 33994444,Yes,Quick Bites,"Burger, Fast Food",Dine-out,No,3.9 /5,400,"['Hot & Crispy', 'Boneless Strips', 'Smoky Grilled', 'Hot & Crispy [2 Pieces]', '4 Pc Hot Wings', 'Chicken Popcorn (Large)', 'Chicken Zinger Burger', 'Zinger Combo', '2 Double Down [Serves 2]', '5 in 1 Zinger Box', '5 in 1 Rice Box', 'Ultimate Savings Bucket', 'Big 8', 'Big 8 Meal', 'Duo Bucket', 'Mingles Bucket', 'Chicken Popcorn Rice Bowl', 'Popcorn Rice Combo', 'Popcorn Rice Duo', '5 in 1 Zinger Box', '5 in 1 Rice Box', 'Hot & Crispy', 'Boneless Strips', 'Smoky Grilled', 'Hot & Crispy [2 Pieces]', '4 Pc Veg Strips*', '4 Pc Hot Wings', 'Chicken Popcorn (Large)', 'Veg Zinger Burger', 'Veg Longer Burger', 'Chicken Zinger Burger', 'Zinger Combo', '2 Double Down [Serves 2]', 'Double Down Combo [Serves 2]', 'Ultimate Savings Bucket', 'Triple Treat', 'Big 8', 'Big 8 Meal', 'Chick & Share + 3 Pepsi', 'Chick & Share', 'Friendship Bucket Meal', 'Friendship Bucket', 'Duo Bucket', 'Mingles Bucket', 'Veg Strips Rice Bowl', 'Veg Strips Rice Bowl + Pepsi', 'Chicken Popcorn Rice Bowl', 'Chicken Popcorn Rice Bowl + Pepsi', 'Popcorn Rice Combo', 'Popcorn Rice Duo', 'Smoky Grilled Rice Bowl', 'Smoky Grilled Rice Bowl + Pepsi', 'Pepsi (Pet Bottle)', '7UP (Pet Bottle)', 'Mirinda (Pet Bottle)', 'Pepsi [330 ml]', 'Red Bull', 'Mayonnaise Dip', 'Thousand Island Dip']",Old Airport Road
